 atomic_number   14.000000000000000     
 eigenvalues_eV  -1773.4086998209229       -138.07068636912638       -95.644633463203277       -10.831741266136147       -4.1721768705975162     
 unl(r)=Rnl(r)*r for spin=up in 1/sqrt(au)
   4.4642857142857147E-004  -31322.796465795254        4.4599431639135573E-002   1.1824707904756164E-002   1.7131383701441658E-005   3.3996139299577780E-003   3.9941577057603400E-006
   4.4705685199685429E-004  -31278.724044955303        4.4662198581147505E-002   1.1841349389369043E-002   1.7179637285753048E-005   3.4043983714307354E-003   4.0054079602036910E-006
   4.4768601677483546E-004  -31234.713562209552        4.4725053858119430E-002   1.1858014294349881E-002   1.7228026784853308E-005   3.4091895462800940E-003   4.0166899029864512E-006
   4.4831606700690619E-004  -31190.764930512036        4.4787997594369418E-002   1.1874702652659296E-002   1.7276552581570584E-005   3.4139874639820605E-003   4.0280036233644591E-006
   4.4894700393920887E-004  -31146.878062866082        4.4851029497961895E-002   1.1891414386682685E-002   1.7325214898746155E-005   3.4187921022175959E-003   4.0393491732887899E-006
   4.4957882881963978E-004  -31103.052872316137        4.4914148812583252E-002   1.1908149295445978E-002   1.7374013780395360E-005   3.4236034031963768E-003   4.0507265630129773E-006
   4.5021154289785135E-004  -31059.289272223192        4.4977355888772240E-002   1.1924907472002673E-002   1.7422949699171077E-005   3.4284213936739312E-003   4.0621359027375248E-006
   4.5084514742525469E-004  -31015.587176021501        4.5040650800868928E-002   1.1941688936035906E-002   1.7472023022036735E-005   3.4332460793085788E-003   4.0735772780189111E-006
   4.5147964365502215E-004  -30971.946497275076        4.5104033669319629E-002   1.1958493719476517E-002   1.7521234134779327E-005   3.4380774692803918E-003   4.0850507788027467E-006
   4.5211503284208967E-004  -30928.367149669350        4.5167504614758318E-002   1.1975321854305099E-002   1.7570583424276836E-005   3.4429155727837457E-003   4.0965564952890035E-006
   4.5275131624315931E-004  -30884.849047011114        4.5231063757977245E-002   1.1992173372544195E-002   1.7620071278489889E-005   3.4477603990250767E-003   4.1080945179300710E-006
   4.5338849511670180E-004  -30841.392103228256        4.5294711219929805E-002   1.2009048306259047E-002   1.7669698086465800E-005   3.4526119572230972E-003   4.1196649374316970E-006
   4.5402657072295902E-004  -30797.996232369631        4.5358447121730698E-002   1.2025946687557668E-002   1.7719464238341617E-005   3.4574702566088139E-003   4.1312678447537005E-006
   4.5466554432394631E-004  -30754.661348604910        4.5422271584656199E-002   1.2042868548590876E-002   1.7769370125347169E-005   3.4623353064255429E-003   4.1429033311106760E-006
   4.5530541718345519E-004  -30711.387366224357        4.5486184730144319E-002   1.2059813921552365E-002   1.7819416139808098E-005   3.4672071159289235E-003   4.1545714879727110E-006
   4.5594619056705578E-004  -30668.174199638714        4.5550186679795011E-002   1.2076782838678747E-002   1.7869602675148957E-005   3.4720856943869366E-003   4.1662724070660955E-006
   4.5658786574209932E-004  -30625.021763378980        4.5614277555370383E-002   1.2093775332249616E-002   1.7919930125896238E-005   3.4769710510799165E-003   4.1780061803740400E-006
   4.5723044397772057E-004  -30581.929972096306        4.5678457478794905E-002   1.2110791434587589E-002   1.7970398887681494E-005   3.4818631953005708E-003   4.1897729001373935E-006
   4.5787392654484050E-004  -30538.898740561755        4.5742726572155598E-002   1.2127831178058371E-002   1.8021009357244393E-005   3.4867621363539906E-003   4.2015726588553621E-006
   4.5851831471616864E-004  -30495.927983666188        4.5807084957702249E-002   1.2144894595070805E-002   1.8071761932435825E-005   3.4916678835576710E-003   4.2134055492862326E-006
   4.5916360976620569E-004  -30453.017616420078        4.5871532757847611E-002   1.2161981718076923E-002   1.8122657012221013E-005   3.4965804462415233E-003   4.2252716644480945E-006
   4.5980981297124597E-004  -30410.167553953324        4.5936070095167598E-002   1.2179092579572006E-002   1.8173694996682627E-005   3.5014998337478923E-003   4.2371710976195660E-006
   4.6045692560938009E-004  -30367.377711515095        4.6000697092401503E-002   1.2196227212094631E-002   1.8224876287023887E-005   3.5064260554315708E-003   4.2491039423405231E-006
   4.6110494896049731E-004  -30324.648004473696        4.6065413872452193E-002   1.2213385648226733E-002   1.8276201285571719E-005   3.5113591206598150E-003   4.2610702924128303E-006
   4.6175388430628816E-004  -30281.978348316341        4.6130220558386330E-002   1.2230567920593653E-002   1.8327670395779877E-005   3.5162990388123614E-003   4.2730702419010700E-006
   4.6240373293024700E-004  -30239.368658649029        4.6195117273434554E-002   1.2247774061864194E-002   1.8379284022232099E-005   3.5212458192814418E-003   4.2851038851332775E-006
   4.6305449611767441E-004  -30196.818851196353        4.6260104140991694E-002   1.2265004104750675E-002   1.8431042570645262E-005   3.5261994714717985E-003   4.2971713167016777E-006
   4.6370617515567987E-004  -30154.328841801369        4.6325181284616990E-002   1.2282258082008992E-002   1.8482946447872541E-005   3.5311600048006995E-003   4.3092726314634218E-006
   4.6435877133318434E-004  -30111.898546425367        4.6390348828034271E-002   1.2299536026438658E-002   1.8534996061906606E-005   3.5361274286979561E-003   4.3214079245413305E-006
   4.6501228594092269E-004  -30069.527881147776        4.6455606895132201E-002   1.2316837970882873E-002   1.8587191821882770E-005   3.5411017526059355E-003   4.3335772913246324E-006
   4.6566672027144627E-004  -30027.216762165946        4.6520955609964422E-002   1.2334163948228566E-002   1.8639534138082210E-005   3.5460829859795800E-003   4.3457808274697094E-006
   4.6632207561912557E-004  -29984.965105795003        4.6586395096749833E-002   1.2351513991406458E-002   1.8692023421935161E-005   3.5510711382864203E-003   4.3580186289008439E-006
