 atomic_number   82.000000000000000     
 eigenvalues_eV  -78928.668588938279       -13300.606566655211       -12813.295269037922       -3170.5207015594015       -2937.4939132654849       -2500.4655089198045       -700.69639888891174       -598.39462954867520       -408.98801747358914       -152.17949055741801       -114.45044889353814       -80.042804200131144       -24.551678418849772       -9.7173735504726011       -3.8605381712359397     
 unl(r)=Rnl(r)*r for spin=up in 1/sqrt(au)
   7.6219512195121951E-005  -1075345.3464728647       0.11092242546362860        3.6962016259161130E-002   6.4924776795481702E-005   1.7548980662806048E-002   3.2713835755634793E-005   1.2507145293533139E-008   8.8198400755005197E-003   1.6319592889639010E-005   6.5151849722058424E-009   6.1870114581471847E-013   4.0541276218362468E-003   7.0880612317172849E-006   2.3293699668822602E-009   1.3389357165963227E-003   1.8426024699687720E-006
   7.6343251105692037E-005  -1073601.6000846932       0.11110250297513935        3.7022022411033029E-002   6.5135752754485446E-005   1.7577470634550712E-002   3.2820140824545195E-005   1.2568158582892535E-008   8.8341586846192831E-003   1.6372624134879760E-005   6.5469678336510286E-009   6.2272867297128871E-013   4.0607093135945705E-003   7.1110942029441160E-006   2.3407332732546554E-009   1.3411094178195854E-003   1.8485900889079776E-006
   7.6467190900754146E-005  -1071860.6800011517       0.11128287283429773        3.7082125980162611E-002   6.5347414289281290E-005   1.7606006858468401E-002   3.2926791336520132E-005   1.2629469511832439E-008   8.8485005393485524E-003   1.6425827707518068E-005   6.5789057406223165E-009   6.2678241791508422E-013   4.0673016904300419E-003   7.1342020208386333E-006   2.3521520129560408E-009   1.3432866479478950E-003   1.8545971648820816E-006
   7.6591331906435101E-005  -1070122.5816413010       0.11146353551571682        3.7142327124702362E-002   6.5559763627678344E-005   1.7634589409647412E-002   3.3033788414092259E-005   1.2691079532320451E-008   8.8628656774265135E-003   1.6479204167539496E-005   6.6109994494743543E-009   6.3086255131469126E-013   4.0739047696893961E-003   7.1573849286184211E-006   2.3636264564054167E-009   1.3454674127102685E-003   1.8606237611175865E-006
   7.6715674449391193E-005  -1068387.3004310345       0.11164449011455006        3.7202625542095462E-002   6.5772802190401650E-005   1.7663218144362319E-002   3.3141132772987083E-005   1.2752989945586901E-008   8.8772540266097016E-003   1.6532753871973727E-005   6.6432496380342705E-009   6.3496923709769733E-013   4.0805185181641826E-003   7.1806430813499968E-006   2.3751568459454995E-009   1.3476517011390627E-003   1.8666699179253063E-006
   7.6840218856809021E-005  -1066654.8318030043       0.11182573418604147        3.7263020415487416E-002   6.5986530495115814E-005   1.7691892674622078E-002   3.3248824673746464E-005   1.2815201883292542E-008   8.8916653918801724E-003   1.6586476950759534E-005   6.6756568957908868E-009   6.3910263150585021E-013   4.0871428462102956E-003   7.2039765354660850E-006   2.3867433923350316E-009   1.3498394836278559E-003   1.8727356499752849E-006
   7.6964965456406353E-005  -1064925.1711988361       0.11200726895229017        3.7323512152667312E-002   6.6200951226897227E-005   1.7720613194079263E-002   3.3356865469381427E-005   1.2877716902345428E-008   8.9060998705696413E-003   1.6640374078867427E-005   6.7082220337672183E-009   6.4326291268060900E-013   4.0937777985677760E-003   7.2273855841263306E-006   2.3983863855387634E-009   1.3520307749527423E-003   1.8788210334769252E-006
   7.7089914576432999E-005  -1063198.3140671523       0.11218909472076415        3.7384100855958169E-002   6.6416066538735577E-005   1.7749379751305493E-002   3.3465256244706788E-005   1.2940536462429745E-008   8.9205574870882456E-003   1.6694445797464905E-005   6.7409458123368155E-009   6.4745025470752664E-013   4.1004233864568576E-003   7.2508704623748918E-006   2.4100860974125152E-009   1.3542255788193624E-003   1.8849261295319691E-006
   7.7215066545671654E-005  -1061474.2558640176       0.11237121195175924        3.7444786678723252E-002   6.6631878680472952E-005   1.7778192419113888E-002   3.3573998133353881E-005   1.3003662047759992E-008   8.9350382780305389E-003   1.6748692672073870E-005   6.7738290046521242E-009   6.5166483367122625E-013   4.1070796266985754E-003   7.2744314158339026E-006   2.4218428043809843E-009   1.3564239007831107E-003   1.8910510019920014E-006
   7.7340421693438782E-005  -1059752.9920528613       0.11255362110638271        3.7505569774596209E-002   6.6848389909282102E-005   1.7807051270445923E-002   3.3683092272647818E-005   1.3067095149789046E-008   8.9495422800555894E-003   1.6803115270058857E-005   6.8068723876361868E-009   6.5590682680207048E-013   4.1137465361436179E-003   7.2980686909258123E-006   2.4336567842169636E-009   1.3586257464091762E-003   1.8971957149166556E-006
   7.7465980349585492E-005  -1058034.5181044657       0.11273632264644111        3.7566450297443606E-002   6.7065602489623874E-005   1.7835956378353654E-002   3.3792539803585922E-005   1.3130837267230770E-008   8.9640695298780389E-003   1.6857714160616340E-005   6.8400767419944162E-009   6.6017641248300157E-013   4.1204241316682190E-003   7.3217825348687275E-006   2.4455283160455554E-009   1.3608311212711841E-003   1.9033603325724028E-006
   7.7591742844498380E-005  -1056318.8294969546       0.11291931703445150        3.7627428401368672E-002   6.7283518693276575E-005   1.7864907816001498E-002   3.3902341870852579E-005   1.3194889906096465E-008   8.9786200642690030E-003   1.6912489914782106E-005   6.8734428522335823E-009   6.6447377025708920E-013   4.1271124301745701E-003   7.3455731956796227E-006   2.4574576803509590E-009   1.3630400309513325E-003   1.9095449194333870E-006
   7.7717709509100399E-005  -1054605.9217157802       0.11310260473364263        3.7688504240711684E-002   6.7502140799359644E-005   1.7893905656666407E-002   3.4012499622831136E-005   1.3259254579730404E-008   8.9931939200561476E-003   1.6967443105437205E-005   6.9069715066803241E-009   6.6879908083507675E-013   4.1338114485908574E-003   7.3694409221769182E-006   2.4694451589830889E-009   1.3652524810404045E-003   1.9157495401820950E-006
   7.7843880674851763E-005  -1052895.7902537130       0.11328618620795577        3.7749677970050258E-002   6.7721471094357247E-005   1.7922949973738011E-002   3.4123014211615810E-005   1.3323932808845528E-008   9.0077911341237722E-003   1.7022574307313878E-005   6.9406634974997426E-009   6.7315252610297654E-013   4.1405212038713021E-003   7.3933859639830641E-006   2.4814910351642227E-009   1.3674684771377815E-003   1.9219742597100278E-006
   7.7970256673750776E-005  -1051188.4306108276       0.11347006192204592        3.7810949744199733E-002   6.7941511872142063E-005   1.7952040840718806E-002   3.4233886793023666E-005   1.3388926121559316E-008   9.0224117434128982E-003   1.7077884097001540E-005   6.9745196207140885E-009   6.7753428912971332E-013   4.1472417129961928E-003   7.4174085715271325E-006   2.4935955934956807E-009   1.3696880248514546E-003   1.9282191431183747E-006
   7.8096837838334741E-005  -1049483.8382944933       0.11365423234128272        3.7872319718213476E-002   6.8162265433999096E-005   1.7981178331224295E-002   3.4345118526606618E-005   1.3454236053429828E-008   9.0370557849213402E-003   1.7133373052952770E-005   7.0085406762215362E-009   6.8194455417481793E-013   4.1539729929719275E-003   7.4415089960474151E-006   2.5057591199645413E-009   1.3719111297980377E-003   1.9344842557186888E-006
   7.8223624501680809E-005  -1047782.0088193608       0.11383869793175151        3.7933788047383274E-002   6.8383734088649527E-005   1.8010362518983154E-002   3.4456710575663431E-005   1.3519864147491932E-008   9.0517232957037994E-003   1.7189041755489295E-005   7.0427274678150531E-009   6.8638350669617130E-013   4.1607150608310500E-003   7.4656874895940346E-006   2.5179819019503846E-009   1.3741377976027795E-003   1.9407696630335657E-006
   7.8350616997406868E-005  -1046082.9377073505       0.11402345916025444        3.7995354887239645E-002   6.8605920152274753E-005   1.8039593477837412E-002   3.4568664107251862E-005   1.3585811954293693E-008   9.0664143128719350E-003   1.7244890786808045E-005   7.0770808032013564E-009   6.9085133335779816E-013   4.1674679336322872E-003   7.4899443050315606E-006   2.5302642282320722E-009   1.3763680338995765E-003   1.9470754307973227E-006
   7.8477815659672428E-005  -1044386.6204876413       0.11420851649431138        3.8057020393552181E-002   6.8828825948540341E-005   1.8068871281742591E-002   3.4680980292200713E-005   1.3652081031932945E-008   9.0811288735944528E-003   1.7300920730987164E-005   7.1116014940199687E-009   6.9534822203771209E-013   4.1742316284605870E-003   7.5142796960416311E-006   2.5426063889945583E-009   1.3786018443309844E-003   1.9534016249566828E-006
   7.8605220823179495E-005  -1042693.0526966583       0.11439387040216106        3.8118784722329900E-002   6.9052453808620269E-005   1.8098196004767898E-002   3.4793660305122026E-005   1.3718672946094049E-008   9.0958670150971862E-003   1.7357132173992105E-005   7.1462903558623612E-009   6.9987436183581074E-013   4.1810061624271561E-003   7.5386939171255923E-006   2.5550086758357339E-009   1.3808392345482320E-003   1.9597483116714575E-006
   7.8732832823173425E-005  -1041002.2298780615       0.11457952135276206        3.8180648029821601E-002   6.9276806071221007E-005   1.8127567721096353E-002   3.4906705324423264E-005   1.3785589270084820E-008   9.1106287746631764E-003   1.7413525703681688E-005   7.1811482082911861E-009   7.0442994308182358E-013   4.1877915526695002E-003   7.5631872236071369E-006   2.5674713817733056E-009   1.3830802102112330E-003   1.9661155573152344E-006
   7.8860651995443855E-005  -1039314.1475827335       0.11476546981579386        3.8242610472516203E-002   6.9501885082605890E-005   1.8156986505024994E-002   3.5020116532319547E-005   1.3852831584873632E-008   9.1254141896327627E-003   1.7470101909814220E-005   7.2161758748596160E-009   7.0901515734331009E-013   4.1945878163514574E-003   7.5877598716349548E-006   2.5799948012517064E-009   1.3853247769885981E-003   1.9725034284760676E-006
   7.8988678676325544E-005  -1037628.8013687686       0.11495171626165786        3.8304672207143078E-002   6.9727693196619428E-005   1.8186452430965002E-002   3.5133895114845916E-005   1.3920401479126718E-008   9.1402232974036497E-003   1.7526861384053605E-005   7.2513741831307607E-009   7.1363019743371070E-013   4.2013949706632388E-003   7.6124121181853938E-006   2.5925792301490408E-009   1.3875729405576484E-003   1.9789119919571661E-006
   7.9116913202699284E-005  -1035946.1868014600       0.11513826116147846        3.8366833390672428E-002   6.9954232774711725E-005   1.8215965573441892E-002   3.5248042261869655E-005   1.3988300549245629E-008   9.1550561354310066E-003   1.7583804719975498E-005   7.2867439646971934E-009   7.1827525742044959E-013   4.2082130328214666E-003   7.6371442210651253E-006   2.6052249657840633E-009   1.3898247066044273E-003   1.9853413147775898E-006
   7.9245355911992780E-005  -1034266.2994532890       0.11532510498710408        3.8429094180315586E-002   7.0181506185963043E-005   1.8245526007095669E-002   3.5362559167102647E-005   1.4056530399404897E-008   9.1699127412275400E-003   1.7640932513073453E-005   7.3222860552005593E-009   7.2295053263309089E-013   4.2150420200692132E-003   7.6619564389138217E-006   2.6179323069231917E-009   1.3920800808237134E-003   1.9917914641729443E-006
   7.9374007142181529E-005  -1032589.1349039141       0.11551224821110820        3.8491454733525408E-002   7.0409515807108339E-005   1.8275133806680995E-002   3.5477447028113737E-005   1.4125092641589866E-008   9.1847931523635802E-003   1.7698245360765118E-005   7.3580012943512895E-009   7.2765621967154695E-013   4.2218819496760351E-003   7.6868490312068382E-006   2.6307015537875530E-009   1.3943390689190329E-003   1.9982625075960787E-006
   7.9502867231789716E-005  -1030914.6887401567       0.11569969130679041        3.8553915207996600E-002   7.0638264022562002E-005   1.8304789047067345E-002   3.5592707046341194E-005   1.4193988895634719E-008   9.1996974064671600E-003   1.7755743862398421E-005   7.3938905259484041E-009   7.3239251641434064E-013   4.2287328389380161E-003   7.7118222582579127E-006   2.6435330080600661E-009   1.3966016766026722E-003   2.0047545127177850E-006
   7.9631936519891107E-005  -1029242.9565559924       0.11588743474817746        3.8616475761666082E-002   7.0867753224442532E-005   1.8334491803239188E-002   3.5708340427105184E-005   1.4263220789260672E-008   9.2146255412241061E-003   1.7813428619257803E-005   7.4299545978994127E-009   7.3715962202692128E-013   4.2355947051778021E-003   7.7368763812218601E-006   2.6564269728925547E-009   1.3988679095956909E-003   2.0112675474275020E-006
   7.9761215346109947E-005  -1027573.9339525376       0.11607547901002432        3.8679136552713288E-002   7.1097985812597394E-005   1.8364242150296136E-002   3.5824348379620238E-005   1.4332789958114376E-008   9.2295775943781171E-003   1.7871300234570460E-005   7.4661943622403197E-009   7.4195773697003442E-013   4.2424675657446401E-003   7.7620116620972874E-006   2.6693837529129005E-009   1.4011377736279338E-003   2.0178016798340194E-006
   7.9890704050621821E-005  -1025907.6165380391       0.11626382456781520        3.8741897739560584E-002   7.1328964194627967E-005   1.8394040163453126E-002   3.5940732117007844E-005   1.4402698045806493E-008   9.2445536037308422E-003   1.7929359313512589E-005   7.5026106751557124E-009   7.4678706300814629E-013   4.2493514380144183E-003   7.7872283637293126E-006   2.6824036542322246E-009   1.4034112744380441E-003   2.0243569782661840E-006
   8.0020402974154611E-005  -1024243.9999278609       0.11645247189776460        3.8804759480873578E-002   7.1560690785914485E-005   1.8423885918040575E-002   3.6057492856309025E-005   1.4472946703950459E-008   9.2595536071419758E-003   1.7987606463215692E-005   7.5392043969989601E-009   7.5164780321792259E-013   4.2562463393897004E-003   7.8125267498122924E-006   2.6954869844521110E-009   1.4056884177734755E-003   2.0309335112736103E-006
   8.0150312457989315E-005  -1022583.0797444750       0.11664142147681841        3.8867721935561469E-002   7.1793168009641107E-005   1.8453779489504548E-002   3.6174631818496979E-005   1.4543537592201436E-008   9.2745776425293310E-003   1.8046042292772853E-005   7.5759763923125029E-009   7.5654016199676290E-013   4.2631522872997709E-003   7.8379070848925582E-006   2.7086340526718592E-009   1.4079692093905054E-003   2.0375313476273900E-006
