 atomic_number   40.000000000000000     
 eigenvalues_eV  -17392.879412268670       -2373.5325951226114       -2177.2060423477669       -387.17449888356578       -313.32439448876892       -178.08904114975181       -52.206434450339302       -32.286739149236595       -4.0994756572150903       -4.4201094227543445     
 unl(r)=Rnl(r)*r for spin=up in 1/sqrt(au)
   1.5625000000000000E-004  -255824.10197607131        7.6952814915069695E-002   2.4371108656868260E-002   4.1237560274928379E-005   1.0105192333221547E-002   1.7486720714224532E-005   5.1123346371012827E-009   4.0403120659664501E-003   6.4312474248754488E-006   1.2690711805252462E-009   1.2392122134726078E-003
   1.5648995143216149E-004  -255431.56836607176        7.7070990519215149E-002   2.4408535104391962E-002   4.1364313676245567E-005   1.0120710767606339E-002   1.7540470288972273E-005   5.1359236962478766E-009   4.0465167294327416E-003   6.4510153859376603E-006   1.2749268604178326E-009   1.2411152582430063E-003
   1.5673027135513769E-004  -255039.63664140704        7.7189347604355571E-002   2.4446019027305647E-002   4.1491456684140807E-005   1.0136253033482687E-002   1.7594385075759072E-005   5.1596215987607475E-009   4.0527309213334957E-003   6.4708441085067377E-006   1.2808095592732099E-009   1.2430212254986408E-003
   1.5697096033481594E-004  -254648.30587918567        7.7307886449189359E-002   2.4483560513873643E-002   4.1618990496162121E-005   1.0151819167448355E-002   1.7648465582403229E-005   5.1834288468590912E-009   4.0589546563014264E-003   6.4907337793475531E-006   1.2867194017608201E-009   1.2449301197275404E-003
   1.5721201893795260E-004  -254257.57515767636        7.7426606476537638E-002   2.4521159380712525E-002   4.1746915851172925E-005   1.0167409093433229E-002   1.7702712122165789E-005   5.2073458874334872E-009   4.0651879039195942E-003   6.5106845136679899E-006   1.2926564988151300E-009   1.2468419316003687E-003
   1.5745344773217444E-004  -253867.44355627763        7.7545506154037921E-002   2.4558815141271260E-002   4.1875232975025354E-005   1.0183022609626191E-002   1.7757124790707102E-005   5.2313731051917160E-009   4.0714305834941801E-003   6.5306963466437053E-006   1.2986209459341251E-009   1.2487566363671612E-003
   1.5769524728597987E-004  -253477.91015647817        7.7664586224710688E-002   2.4596528031181956E-002   4.2003943324126648E-005   1.0198659813746645E-002   1.7811704205642342E-005   5.2555110399496965E-009   4.0776827340970462E-003   6.5507695054221018E-006   1.3046128771203385E-009   1.2506742460117782E-003
   1.5793741816874039E-004  -253088.97404100580        7.7783846863925296E-002   2.4634298105909721E-002   4.2133048052230256E-005   1.0214320728788445E-002   1.7866450856211890E-005   5.2797601957201829E-009   4.0839443649214446E-003   6.5709041699350992E-006   1.3106324174883921E-009   1.2525947633538880E-003
   1.5817996095070184E-004  -252700.63429402281        7.7903288341861929E-002   2.4672125451011329E-002   4.2262548367675693E-005   1.0230005390226156E-002   1.7921365254809058E-005   5.3041210852033101E-009   4.0902154901509670E-003   6.5911005286301016E-006   1.3166796943094769E-009   1.2545181927437676E-003
   1.5842287620298581E-004  -252312.89000109606        7.8022910929154629E-002   2.4710010152187278E-002   4.2392445482528453E-005   1.0245713833593937E-002   1.7976447915407142E-005   5.3285942234644478E-009   4.0964961239930361E-003   6.6113587705355943E-006   1.3227548354419230E-009   1.2564445385390018E-003
   1.5866616449759094E-004  -251925.74024919426        7.8142714896825352E-002   2.4747952295260858E-002   4.2522740612555682E-005   1.0261446094476861E-002   1.8031699353549122E-005   5.3531801279407255E-009   4.1027862806754306E-003   6.6316790852573614E-006   1.3288579693328194E-009   1.2583738051034192E-003
   1.5890982640739425E-004  -251539.18412668636        7.8262700516290529E-002   2.4785951966180258E-002   4.2653434977240702E-005   1.0277202208511782E-002   1.8087120086353796E-005   5.3778793184523297E-009   4.1090859744466295E-003   6.6520616629807382E-006   1.3349892250208180E-009   1.2603059968071988E-003
   1.5915386250615258E-004  -251153.22072333895        7.8382868059361649E-002   2.4824009251018717E-002   4.2784529799794329E-005   1.0292982211387405E-002   1.8142710632520599E-005   5.4026923172134871E-009   4.1153952195758453E-003   6.6725066944723843E-006   1.3411487321388599E-009   1.2622411180268772E-003
   1.5939827336850385E-004  -250767.84913031431        7.8503217798245761E-002   2.4862124235974697E-002   4.2916026307166251E-005   1.0308786138844356E-002   1.8198471512334413E-005   5.4276196488434793E-009   4.1217140303530493E-003   6.6930143710820545E-006   1.3473366209169112E-009   1.2641791731453583E-003
   1.5964305956996845E-004  -250383.06844016846        7.8623750005545986E-002   2.4900297007372073E-002   4.3047925730056403E-005   1.0324614026675253E-002   1.8254403247670408E-005   5.4526618403777246E-009   4.1280424210890006E-003   6.7135848847443761E-006   1.3535530221847113E-009   1.2661201665519223E-003
   1.5988822168695057E-004  -249998.87774684865        7.8744464954262142E-002   2.4938527651660273E-002   4.3180229302926436E-005   1.0340465910724777E-002   1.8310506361998893E-005   5.4778194212788993E-009   4.1343804061152734E-003   6.7342184279806328E-006   1.3597980673745354E-009   1.2680641026422334E-003
   1.6013376029673962E-004  -249615.27614569140        7.8865362917791226E-002   2.4976816255414473E-002   4.3312938264011158E-005   1.0356341826889742E-002   1.8366781380390167E-005   5.5030929234481115E-009   4.1407279997842852E-003   6.7549151939005543E-006   1.3660718885239685E-009   1.2700109858183493E-003
   1.6037967597751151E-004  -249232.26273342059        7.8986444169927950E-002   2.5015162905335762E-002   4.3446053855330064E-005   1.0372241811119169E-002   1.8423228829519406E-005   5.5284828812361308E-009   4.1470852164693303E-003   6.7756753762041085E-006   1.3723746182786924E-009   1.2719608204887292E-003
