#GOS in 1/eV for e_loss =
#281.135eV		301.135eV		321.135eV		341.135eV		361.135eV		381.135eV		401.135eV		421.135eV		441.135eV		
0.0088393		0.00744095		0.00642519		0.00560531		0.00491901		0.00433816		0.00384291		0.00341828		0.00305261		
0.0088393		0.00739893		0.00642519		0.00555268		0.00491901		0.00433816		0.00384291		0.00341828		0.00303174		
0.0088393		0.00741098		0.00642519		0.00560478		0.00491901		0.00433816		0.00384291		0.00341828		0.00304581		
0.00883929		0.00739939		0.00642519		0.00555334		0.00491901		0.00433815		0.0038429		0.00341828		0.00303221		
0.00883929		0.007411		0.00642518		0.0056046		0.00488575		0.00433815		0.0038429		0.00338987		0.00304582		
0.00883929		0.00739895		0.00642518		0.00555311		0.00490608		0.00433815		0.0038429		0.00341541		0.00303179		
0.00883928		0.00741142		0.00642518		0.00560482		0.00488633		0.00433815		0.0038429		0.00339047		0.00304622		
0.00883928		0.00739895		0.00642518		0.00555331		0.00490592		0.00433815		0.0038429		0.00341523		0.0030318		
0.00883928		0.00741094		0.00642518		0.00560414		0.00488603		0.00433815		0.0038429		0.0033902		0.00304574		
0.00883927		0.00739953		0.00642517		0.00555409		0.00490634		0.00433814		0.0038429		0.00341561		0.00303238		
0.00883927		0.00741067		0.00642517		0.00560368		0.00488592		0.00433814		0.00384289		0.00339012		0.00304547		
0.00883927		0.0073993		0.00642517		0.00555406		0.00490595		0.00433814		0.00384289		0.00341521		0.00303218		
0.00883926		0.00741114		0.00642517		0.00560395		0.00488655		0.00433814		0.00384289		0.00339077		0.00304592		
0.00883926		0.00739901		0.00642516		0.00555397		0.00490551		0.00433814		0.00384289		0.00341474		0.00303191		
0.00883926		0.00741095		0.00642516		0.00560357		0.00488652		0.00433814		0.00384289		0.00339077		0.00304573		
0.00883925		0.00739955		0.00642516		0.00555469		0.00490588		0.00433814		0.00384289		0.00341508		0.00303245		
0.00883925		0.00741044		0.00642516		0.00560286		0.00488617		0.00433813		0.00384289		0.00339045		0.00304522		
0.00883925		0.00739966		0.00642515		0.005555		0.00490584		0.00433813		0.00384289		0.00341502		0.00303257		
0.00883924		0.00741074		0.00642515		0.00560298		0.00488663		0.00433813		0.00384288		0.00339094		0.00304551		
0.00883924		0.00739921		0.00642515		0.00555474		0.00490523		0.00433813		0.00384288		0.0034144		0.00303215		
0.00883924		0.00741092		0.00642515		0.00560297		0.00488697		0.00433813		0.00384288		0.0033913		0.00304568		
0.00883923		0.00739947		0.00642514		0.00555519		0.00490534		0.00433813		0.00384288		0.00341447		0.00303241		
0.00883923		0.00741038		0.00642514		0.00560224		0.00488658		0.00433812		0.00384288		0.00339094		0.00304513		
0.00883923		0.00739991		0.00642514		0.00555582		0.00490563		0.00433812		0.00384288		0.00341474		0.00303286		
0.00883923		0.00741031		0.00642514		0.00560199		0.00488667		0.00433812		0.00384288		0.00339106		0.00304507		
0.00883922		0.00739957		0.00642514		0.00555567		0.00490514		0.00433812		0.00384287		0.00341423		0.00303254		
0.00883922		0.00741073		0.00642513		0.00560222		0.00488724		0.00433812		0.00384287		0.00339164		0.00304546		
0.00883922		0.00739942		0.00642513		0.0055557		0.00490484		0.00433812		0.00384287		0.00341391		0.0030324		
0.00883921		0.00741045		0.00642513		0.00560176		0.00488711		0.00433811		0.00384287		0.00339155		0.00304519		
0.00883921		0.00739994		0.00642513		0.0055564		0.00490521		0.00433811		0.00384287		0.00341425		0.00303293		
0.00883921		0.00741002		0.00642512		0.00560115		0.00488683		0.00433811		0.00384287		0.00339129		0.00304475		
0.0088392		0.0074		0.00642512		0.00555664		0.00490512		0.00433811		0.00384287		0.00341414		0.00303299		
0.0088392		0.00741032		0.00642512		0.00560127		0.00488728		0.00433811		0.00384287		0.00339176		0.00304504		
0.0088392		0.00739958		0.00642512		0.0055564		0.00490457		0.00433811		0.00384286		0.00341356		0.0030326		
0.00883919		0.00741049		0.00642511		0.00560127		0.0048876		0.0043381		0.00384286		0.0033921		0.0030452		
0.00883919		0.0073998		0.00642511		0.00555679		0.00490464		0.0043381		0.00384286		0.00341361		0.00303282		
0.00883919		0.00741		0.00642511		0.0056006		0.00488725		0.0043381		0.00384286		0.00339178		0.00304471		
0.00883918		0.00740024		0.00642511		0.00555741		0.00490494		0.0043381		0.00384286		0.00341388		0.00303327		
0.00883918		0.00740986		0.0064251		0.00560029		0.00488726		0.0043381		0.00384286		0.00339182		0.00304457		
0.00883918		0.0074		0.0064251		0.00555735		0.00490455		0.0043381		0.00384286		0.00341348		0.00303305		
0.00883917		0.00741026		0.0064251		0.00560051		0.0048878		0.0043381		0.00384285		0.00339237		0.00304495		
0.00883917		0.00739975		0.0064251		0.00555727		0.00490416		0.00433809		0.00384285		0.00341307		0.00303281		
0.00883917		0.00741014		0.0064251		0.00560023		0.00488782		0.00433809		0.00384285		0.00339242		0.00304483		
0.00883916		0.00740016		0.00642509		0.00555785		0.00490444		0.00433809		0.00384285		0.00341332		0.00303323		
